codigo_do_programa;nome_do_programa;exclusao_logica_do_programa;indicador;exclusao_logica_do_indicador;unidade_de_medida;indice_de_referencia;em_apuracao?_(indice_de_referencia);data_de_apuracao;previsao_para_2022;em_apuracao?_(2022);previsao_para_2023;em_apuracao?_(2023);previsao_para_2024;em_apuracao?_(2024);previsao_para_2025;em_apuracao?_(2025);fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_do_status_em_apuracao_da(s)_previsao(es)_do(s)_indice(s);justificativa_do_status_em_apuracao_do_indice_de_referencia;data_alteracao;indicador_novo?;polaridade
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS QUILOMBOLAS - ENSINO MÉDIO;;Percentual;3.60;;31/08/2020;2.50;;2.50;;2.50;;2.50;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) X 100;;;03/11/2021 14:06:00;;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS QUILOMBOLAS - ENSINO FUNDAMENTAL;;Percentual;92.40;;31/08/2020;99.50;;99.50;;99.50;;99.50;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS QUILOMBOLAS - ENSINO MÉDIO;;Percentual;87.10;;31/08/2020;98.00;;98.00;;98.00;;98.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS QUE CUMPREM OS CRITÉRIOS PREVISTOS NAS LEIS Nº 10.639/03 E Nº 11.645/08 - AFROCONSCIÊNCIA;;Porcentagem;100.00;;31/12/2020;100.00;;100.00;;100.00;;100.00;;RELATÓRIO DE MONITORAMENTO E AVALIAÇÃO DA IMPLEMENTAÇÃO DAS LEIS Nº 10.639/03 E Nº 11.645/08;Anual;Estadual;(NÚMERO DE ESCOLAS COM CRITÉRIOS PREVISTOS NAS LEIS Nº 10.639/03 E Nº 11.645/08 IMPLEMENTADOS) / (NÚMERO DE ESCOLAS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS DO CAMPO - ENSINO FUNDAMENTAL;;Percentual;1.30;;31/08/2020;1.00;;0.30;;0.30;;0.30;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) X 100;;;03/11/2021 14:06:00;;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS DO CAMPO - ENSINO MÉDIO;;Percentual;4.10;;31/08/2020;2.00;;2.00;;2.00;;2.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) X 100;;;03/11/2021 14:06:00;;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS INDÍGENAS - ENSINO FUNDAMENTAL;;Percentual;3.40;;31/08/2020;1.20;;1.20;;1.20;;1.20;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) X 100;;;03/11/2021 14:06:00;;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS INDÍGENAS - ENSINO MÉDIO;;Percentual;9.90;;31/08/2020;2.90;;2.90;;2.90;;2.90;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) X 100;;;03/11/2021 14:06:00;;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS DO CAMPO - ENSINO FUNDAMENTAL;;Percentual;91.80;;31/08/2020;98.00;;98.00;;98.00;;98.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS DO CAMPO) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS DO CAMPO - ENSINO MÉDIO;;Percentual;88.70;;31/08/2020;95.00;;95.00;;95.00;;95.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS DO CAMPO) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS INDÍGENAS - ENSINO FUNDAMENTAL;;Percentual;91.40;;31/08/2017;96.00;;96.00;;96.00;;96.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS INDÍGENAS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS INDÍGENAS - ENSINO MÉDIO;;Percentual;88.50;;31/08/2020;96.00;;96.00;;96.00;;96.00;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO MÉDIO INDÍGENAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS INDÍGENAS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS COM COLETIVOS JUVENIS E/OU GRÊMIOS ESTUDANTIL CRIADOS;;Porcentagem;61.50;;31/12/2020;100.00;;100.00;;100.00;;100.00;;INSTRUMENTO DE MONITORAMENTO INTERNO;Anual;Estadual;(NÚMERO DE COLETIVOS E/OU GRÊMIOS CRIADOS/TOTAL DE ESCOLAS DE ANOS FINAIS DO ENSINO FUNDAMENTAL E DE ENSINO MÉDIO DA REDE PÚBLICA ESTADUAL)*100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS DE ENSINO MÉDIO COM CONSELHOS DE REPRESENTANTES DE TURMA INSTITUÍDOS;;Porcentagem;72.00;;31/03/2021;100.00;;100.00;;100.00;;100.00;;DIRETORIA DE JUVENTUDE - SEE;Anual;Estadual;(NÚMERO DE ESCOLAS DE ENSINO MÉDIO COM CONSELHOS DE REPRESENTANTES DE TURMA INSTITUÍDOS / TOTAL DE ESCOLAS DE ENSINO MÉDIO) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE IMPLEMENTAÇÃO DO SIMA EDUCAÇÃO;;Porcentagem;;Em Apuração;;100.00;;100.00;;100.00;;100.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;(NÚMERO DE ESCOLAS ESTADUAIS COM SIMA EDUCAÇÃO IMPLANTADO / NÚMERO TOTAL DE ESCOLAS ESTADUAIS)*100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;PERCENTUAL DE ESCOLAS COM PLANO DE CONVIVÊNCIA DEMOCRÁTICA ELABORADO;;Percentual;66.00;;31/12/2017;100.00;;100.00;;100.00;;;;RELATÓRIO ENVIADO PELAS ESCOLAS;Anual;Estadual;(NÚMERO DE ESCOLAS COM PLANO DE CONVIVÊNCIA ELABORADO) / (NÚMERO DE ESCOLAS DA REDE ESTADUAL DE ENSINO) X 100;;;03/09/2021 17:27:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ENSINO MÉDIO;;número absoluto;4.00;;30/09/2020;0.00;;4.40;;0.00;;4.70;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;;número absoluto;4.60;;30/09/2020;0.00;;5.00;;0.00;;5.20;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;;número absoluto;6.50;;30/09/2020;0.00;;6.90;;0.00;;7.41;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;O INDICADOR TEM PERIODICIDADE DE MENSURAÇÃO BIANUAL, TENDO EM VISTA A REALIZAÇÃO DAS AVALIAÇÕES.;;;03/11/2021 14:06:00;;MAIOR
118;COMUNICAÇÃO INSTITUCIONAL E DE UTILIDADE PÚBLICA;False;ÍNDICE DE EVENTOS REALIZADOS NAS 13 REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS MINEIRAS;;%;;Em Apuração;;80.00;;80.00;;80.00;;80.00;;NÚCLEO DE EVENTOS E CERIMONIAL;Anual;Estadual;QUANTIDADE DE REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS QUE TIVERAM EVENTOS X 100 / QUANTIDADE TOTAL DE  REGIÕES GEOGRÁFICAS INTERMEDIÁRIAS;;;03/11/2021 14:06:00;;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;NÚMERO DE MUNICÍPIOS ATENDIDOS POR SOLUÇÃO DE DESTINAÇÃO DE RESÍDUOS SÓLIDOS URBANOS.;;município;443.00;;31/12/2020;450.00;;455.00;;457.00;;460.00;;DIRETORIA DE RESÍDUOS SÓLIDOS URBANOS E DRENAGEM URBANA;Anual;Estadual;NÚMERO DE MUNICÍPIOS, CONFORME LEVANTAMENTO FEITO PELA SEMAD;;;03/11/2021 14:06:00;;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;PERCENTUAL DE POPULAÇÃO URBANA ATENDIDA POR SOLUÇÃO DE TRATAMENTO DE ESGOTO SANITÁRIO;;%;48.90;;31/12/2020;50.00;;51.00;;51.50;;52.00;;DIRETORIA DE ABASTECIMENTO DE ÁGUA E ESGOTAMENTO SANITÁRIO;Anual;Estadual;ÍNDICE = 100 X (POPULAÇÃO URBANA ATENDIDA / POPULAÇÃO URBANA TOTAL);;;03/11/2021 14:06:00;;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DAS INFORMAÇÕES TERRITORIAIS E DAS FUNCIONALIDADES DE ANÁLISE AGREGADAS À INFRAESTRUTURA DE DADOS ESPACIAIS  IDE SISEMA;;%;34.85;;31/12/2020;4.00;;3.00;;3.00;;3.00;;DIRETORIA DE GESTÃO TERRITORIAL AMBIENTAL;Anual;Estadual;ÍNDICE = 100 X (NÚMERO DE PRODUTOS DO ANO ATUAL  NÚMERO DE PRODUTOS DO ANO ANTERIOR)/ NÚMERO DE PRODUTOS DO ANO ANTERIOR;;;03/11/2021 14:06:00;;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DE PROJETOS SUBMETIDOS AO BANCO DE PROJETOS E AO SELO SEMAD RECOMENDA.;;%;;Em Apuração;;4.00;;5.00;;5.00;;5.00;;DPAI  DIRETORIA DE PROJETOS AMBIENTAIS E INSTRUMENTOS ECONÔMICOS;Anual;Estadual;ÍNDICE = 100 X (NÚMERO DE PROJETOS DO ANO ATUAL  NÚMERO DE PROJETOS DO ANO ANTERIOR)/ NÚMERO DE PROJETOS DO ANO ANTERIOR;;;03/11/2021 14:06:00;;MAIOR
120;GESTÃO AMBIENTAL E SANEAMENTO;False;INCREMENTO DE ABRANGÊNCIA DOS PROGRAMAS, PROJETOS E AÇÕES INSTITUCIONAIS DE EDUCAÇÃO AMBIENTAL E DE EDUCAÇÃO HUMANITÁRIA PARA MANEJO ÉTICO DA FAUNA DOMÉSTICA.;;%;;Em Apuração;;8.00;;6.00;;4.00;;4.00;;DEARI  DIRETORIA DE EDUCAÇÃO AMBIENTAL E RELAÇÕES INSTITUCIONAIS;Anual;Estadual;ÍNDICE = 100 X (NÚMERO DE PÚBLICO DO ANO ATUAL  NÚMERO DE PÚBLICO DO ANO ANTERIOR)/ NÚMERO DE PÚBLICO DO ANO ANTERIOR;;;03/11/2021 14:06:00;;MAIOR
122;REGULARIZAÇÃO AMBIENTAL;False;REDUÇÃO DO TEMPO MÉDIO DE TRAMITAÇÃO DOS PROCESSOS DE LICENCIAMENTO AMBIENTAL CONVENCIONAL;;Dias corridos;270.00;;31/12/2019;120.00;;120.00;;120.00;;120.00;;SUPERINTENDÊNCIA DE APOIO À REGULARIZAÇÃO AMBIENTAL - SUARA;Anual;Estadual;ESSE INDICADOR SERÁ OBTIDO PELA MODALIDADE DE LICENCIAMENTO CONVENCIONAL, PELA SEGUINTE FÓRMULA DE CÁLCULO: &#931, (DATA DA FINALIZAÇÃO DO PROCESSO NO ANO DE REFERÊNCIA - DATA DE FORMALIZAÇÃO)/TOTAL DE PROCESSOS FINALIZADOS NO ANO DE REFERÊNCIA.;;;03/11/2021 14:06:00;;MENOR
122;REGULARIZAÇÃO AMBIENTAL;False;REDUÇÃO DO PASSIVO DE PROCESSOS DE LICENCIAMENTO AMBIENTAL;;%;1555.00;;31/12/2018;100.00;;100.00;;100.00;;100.00;;SUPERINTENDÊNCIA DE APOIO À REGULARIZAÇÃO AMBIENTAL - SUARA;Anual;Estadual;(N° DE PROCESSOS FINALIZADOS - Nº DE ENTRADA DE PROCESSOS)/(PASSIVO TOTAL) X100;;;03/11/2021 14:06:00;;MAIOR
123;ASSISTÊNCIA EM HEMATOLOGIA,  HEMOTERAPIA, CÉLULAS E  TECIDOS BIOLÓGICOS;False;TAXA DE APROVEITAMENTO DE HEMOCOMPONENTES;;%;60.00;;31/12/2020;60.00;;60.00;;60.00;;60.00;;FUNDAÇÃO HEMOMINAS/DIRETORIA TÉCNICO CIENTÍFICA;Anual;Estadual;(PRODUÇÃO DE HEMOCOMPONENTES  PERDA TÉCNICA) * 100/PRODUÇÃO TOTAL;;;03/11/2021 14:06:00;;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;NÍVEL DE SERVIÇO DO CENTRO INTEGRADO DE ATENDIMENTO E DESPACHO (CIAD);;Percentual %;92.00;;31/05/2019;90.00;;90.00;;90.00;;90.00;;PROGRAMA DE GERENCIAMENTO DAS LIGAÇÕES;Anual;Regional;[(NS ANUAL CICOP*8,0) + (NS ANUAL COBOM*1,5) + (NS ANUAL CEPOLC*0,5)]/10 NS ANUAL DE CADA CENTRO = MÉDIA LIGAÇÕES ANUAIS ATENDIDAS EM 10SEGUNDOS/MÉDIA LIGAÇÕES ANUAIS RECEBIDAS;;;03/11/2021 14:06:00;;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;ÍNDICE DE APURAÇÃO DE DENÚNCIAS RECEBIDAS NO DISQUE DENÚNCIA UNIFICADO;;Percentual %;84.65;;31/05/2019;80.00;;80.00;;80.00;;80.00;;SISTEMA DE INFORMAÇÃO DO DISQUE DENÚNCIA UNIFICADO;Anual;Estadual;DENÚNCIAS APURADAS (&#55349,&#56375,&#55349,&#56372,) = DENÚNCIAS RESPONDIDAS/TOTAL DE DENÚNCIAS ACATADAS;;;03/11/2021 14:06:00;;MAIOR
139;GESTÃO INTEGRADA DE SEGURANÇA PÚBLICA;False;ÍNDICE DE SATISFAÇÃO DOS DISCENTES COM OS CURSOS OFERECIDOS PELA SUPERINTENDÊNCIA EDUCACIONAL DE SEGURANÇA PÚBLICA;;Percentual %;85.90;;31/12/2019;85.00;;86.00;;87.00;;88.00;;SUPERINTENDÊNCIA EDUCACIONAL DE SEGURANÇA PÚBLICA - SESG;Anual;Estadual;[(SOMA DAS AVALIAÇÕES DOS DISCENTES DOS CURSOS OFERECIDOS PELA SESG / NÚMERO DE ALUNOS PARTICIPANTES DOS CURSOS DA SESG)  VALOR MÍNIMO DA ESCALA] ÷ (VALOR MÁXIMO DA ESCALA  VALOR MÍNIMO DA ESCALA) X 100;;;03/11/2021 14:06:00;;MAIOR
143;PROMOÇÃO DA POLÍTICA SOCIOEDUCATIVA PARA ATENDIMENTO AOS ADOLESCENTES EM CONFLITO COM A LEI;False;PERCENTUAL DE ADOLESCENTES FREQUENTES EM ESCOLA FORMAL;;Percentual %;87.00;;31/12/2019;90.00;;95.00;;95.00;;95.00;;SUBSECRETARIA DE ATENDIMENTO SOCIOEDUCATIVO;Anual;Estadual;(NÚMERO DE ADOLESCENTES COM FREQUÊNCIA IGUAL OU MAIOR QUE 75% NA ESCOLA FORMAL / TOTAL DE ADOLESCENTES NA UNIDADE QUE SÃO CONSIDERADOS PELO CÁLCULO)*100;;;03/11/2021 14:06:00;;MAIOR
143;PROMOÇÃO DA POLÍTICA SOCIOEDUCATIVA PARA ATENDIMENTO AOS ADOLESCENTES EM CONFLITO COM A LEI;False;PERCENTUAL DE ADOLESCENTES PARTICIPANTES EM CURSOS PROFISSIONALIZANTES;;Percentual %;21.00;;31/12/2019;40.00;;50.00;;60.00;;70.00;;SUBSECRETARIA DE ATENDIMENTO SOCIOEDUCATIVO;Anual;Estadual;(NÚMERO DE ADOLESCENTES QUE SÃO CONSIDERADOS PARTICIPANTES EM CURSO DE FORMAÇÃO BÁSICA PARA O TRABALHO/NÚMERO TOTAL DE ADOLESCENTES QUE ENTRAM PARA O CÁLCULO) * 100;;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE ALTERNATIVAS PENAIS CUMPRIDAS;;%;72.60;;30/06/2021;73.00;;73.50;;74.00;;74.50;;SUBSECRETARIA DE POLÍTICAS DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;(NÚMERO DE ALTERNATIVAS PENAIS QUE BAIXARAM POR CUMPRIMENTO INTEGRAL OU INDULTO / TOTAL DE PENAS BAIXADAS NO PROGRAMA NO PERÍODO) X 100%;;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE ADESÃO DOS EGRESSOS ATENDIDOS AO PRESP;;%;84.10;;31/03/2020;78.00;;78.00;;78.00;;78.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;(Nº DE ATENDIMENTOS DE RETORNO / Nº DE ATENDIMENTOS TOTAIS DE EGRESSOS NO PERÍODO) X 100%;;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA TRIMESTRAL DE AÇÕES ESTRATÉGICAS JUNTO ÀS UNIDADES SOCIOEDUCATIVAS;;Média;248.00;;31/03/2021;213.00;;237.00;;261.00;;288.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Trimestral;Estadual;SOMA DO NÚMERO DE AÇÕES ESTRATÉGICAS REALIZADAS NO ANO / 4;;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA TRIMESTRAL DE ARTICULAÇÃO DE REDE DO PROGRAMA SELO PREVENÇÃO MINAS;;Média;259.00;;31/03/2021;225.00;;240.00;;258.00;;276.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Trimestral;Estadual;SOMATÓRIO DO NÚMERO DE AÇÕES DE ARTICULAÇÃO DE REDE REALIZADAS NO ANO / 4;;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA MENSAL DE PESSOAS ATENDIDAS PELO PROGRAMA MEDIAÇÃO DE CONFLITOS;;pessoas atendidas/mês;1702.00;;31/03/2020;1700.00;;1750.00;;1800.00;;1850.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Mensal;Estadual;PESSOAS ATENDIDAS / MÊS = (SOMATÓRIO DO NÚMERO ABSOLUTO DE PESSOAS ATENDIDAS PELO PROGRAMA EM CADA MÊS DO PERÍODO / NÚMERO DE MESES DO PERÍODO);;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;MÉDIA MENSAL DE JOVENS EM OFICINAS DO PROGRAMA FICA VIVO!;;JOVEM;9134.00;;31/03/2020;7560.00;;7938.00;;8316.00;;8694.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Mensal;Estadual;JOVENS EM OFICINAS / MÊS - (SOMATÓRIO DO NÚMERO ABSOLUTO DE JOVENS QUE FREQUENTARAM AS OFICINAS DO PROGRAMA EM CADA MÊS) / (NÚMERO DE MESES DO PERÍODO);;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;PERCENTUAL DE SOLUÇÃO PACÍFICA EM CASOS DE MEDIAÇÃO DE CONFLITOS;;%;82.70;;30/06/2021;83.50;;84.00;;84.50;;85.00;;SUBSECRETARIA DE POLÍTICAS DE PREVENÇÃO SOCIAL À CRIMINALIDADE;Anual;Estadual;"[SOMATÓRIO DO NÚMERO DE CASOS DE MEDIAÇÃO ENCERRADOS (INTEGRANTES DOS EIXOS ""ATENDIMENTO INVIVIDUAL"" E ""ATENDIMENTO COLETIVO"") QUE CHEGARAM A ACORDO ENTRE AS PARTES ENVOLVIDAS (FORMAL, VERBAL OU PERIFERICAMENTE ESTABELECIDO)] / [SOMATÓRIO DO NÚMERO DE CASOS DE MEDIAÇÃO (INTEGRANTES DOS EIXOS ""ATENDIMENTOS INDIVIDUAL"" E ""ATENDIMENTO COLETIVOS"" ENCERRADOS] X 100";;;03/11/2021 14:06:00;;MAIOR
144;PREVENÇÃO À CRIMINALIDADE;False;TAXA DE HOMICÍDIOS POR CEM MIL HABITANTES NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS;;Número de homicídios/ 100 mil habitantes;25.06;;30/06/2021;24.00;;22.00;;20.00;;19.00;;SUBSECRETARIA DE PREVENÇÃO À CRIMINALIDADE;Anual;Estadual;MÉDIA DOS ÚLTIMOS QUATRO ANOS DE: (SOMATÓRIO DO NÚMERO DE HOMICÍDIOS CONSUMADOS REGISTRADOS NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS POR ANO) / (SOMATÓRIO DO NÚMERO DE PESSOAS RESIDENTES NAS ÁREAS DE ABRANGÊNCIA DOS PROGRAMAS FICA VIVO E MEDIAÇÃO DE CONFLITOS NO ANO) X 100.000.;;;03/11/2021 14:06:00;;MENOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE CUSTODIADOS EM UNIDADES PRISIONAIS POR VAGA DISPONÍVEL EM UNIDADES PRISIONAIS;;TAXA DE OCUPAÇÃO;1.83;;28/08/2019;1.83;;1.83;;1.83;;1.83;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DA POPULAÇÃO CARCERÁRIA EM UNIDADES PRISIONAIS DO ESTADO / SOMA DAS VAGAS DISPONÍVEIS NAS UNIDADES PRISIONAIS DO ESTADO;;;03/11/2021 14:06:00;;MENOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE MONITORADOS ELETRONICAMENTE POR NÚMERO DE TORNOZELEIRAS ELETRÔNICAS DISPONÍVEIS;;TAXA DE OCUPAÇÃO;0.60;;17/09/2019;0.60;;0.60;;0.60;;0.60;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DO NÚMERO DE CUSTODIADOS MONITORADOS ELETRONICAMENTE NO ESTADO / SOMA DO NÚMERO DE TORNOZELEIRAS ELETRÔNICAS DISPONÍVEIS NO ESTADO;;;03/11/2021 14:06:00;;MAIOR
145;INFRAESTRUTURA DO SISTEMA PRISIONAL;False;NÚMERO DE INDIVÍDUOS PRIVADOS DE LIBERDADE CUSTODIADOS EM CUSTÓDIAS ALTERNATIVAS (APAC E CURAR) POR VAGAS DISPONÍVEIS EM CUSTÓDIAS ALTERNATIVAS (APAC E CURAR);;TAXA DE OCUPAÇÃO;0.94;;23/08/2019;0.96;;0.97;;0.98;;0.99;;SUPERINTENDÊNCIA DO OBSERVATÓRIO DE SEGURANÇA PÚBLICA;Anual;Estadual;SOMA DA POPULAÇÃO CARCERÁRIA CUSTODIADAS EM APACS NO ESTADO / SOMA DAS VAGAS DISPONÍVEIS EM APACS NO ESTADO;;;03/11/2021 14:06:00;;MAIOR
